Ord_No,Line_No,Line_type,Facility,Whs,GIN,GIN with Zero,Descr,Cust_nm,normalized_gin
101254941,4,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",DEXIS BELGIUM NV,0445800881
101240434,3,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",AIR PRODUCTS SP. Z O.O.,0445800881
101244838,6,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PMG,0445800881
101244838,16,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PMG,0445800881
101244838,26,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PMG,0445800881
101149987,1,1,PTB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","UNISOLDA COMÉRCIO E INDÚSTRIA, S.A.",0445800881
101150237,8,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SERVAMET SERWA S.K.A.,0445800881
101148953,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FERRUTENSIL S.R.L.,0445800881
101149012,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FERRUTENSIL S.R.L.,0445800881
101147970,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",CENTRO DELLA SALD. SRL-C/O CENTRO,0445800881
101159487,3,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ETRA OY KAJAANI,0445800881
101164849,4,1,CZB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MORAVSKÝ QUICK SERVIS S.R.O.,0445800881
101166935,14,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SERVISOUD,0445800881
101153791,3,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",UNAX AB,0445800881
101152483,3,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ETRA OY LAPPEENRANTA,0445800881
101169731,2,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",HANDELSSTÅL I NORRLAND AB,0445800881
101170374,9,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ABRA-SOUD'INDUSTRIE,0445800881
101175279,5,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",A2SI,0445800881
101175296,9,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",A2SI,0445800881
101198722,15,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",RDS SPÓŁKA JAWNA,0445800881
101186334,4,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",AHLSELL OY OULU,0445800881
101194429,1,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
101194429,5,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
101191159,6,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SVETSHUSET I AVESTA AB,0445800881
101274442,2,1,PTB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LISNAVE INTERNACIONAL-ENG.G.D. SA,0445800881
101276957,9,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PNEUMATICON BIALOWAS KRZYSZOF,0445800881
101277359,6,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SERVISOUD,0445800881
101283330,1,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FERNANDO J. GOÑI HARO,0445800881
101292035,2,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FIGEL SP. Z O.O.,0445800881
101291143,5,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LINTOOL I LINKÖPING AB,0445800881
600036939,1,0,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FIGEL SP. Z O.O.,0445800881
600036892,1,0,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FIGEL SP. Z O.O.,0445800881
600036892,2,0,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FIGEL SP. Z O.O.,0445800881
600025476,2,0,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",COLOMBIE CADET,0445800881
101295021,18,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PNEUMATICON BIALOWAS KRZYSZOF,0445800881
100742495,9,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",A2SI,0445800881
100737084,2,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",AHLSELL SVERIGE AB,0445800881
100723988,4,1,ROB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",TRITON SRL,0445800881
100710799,3,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VSE BVBA,0445800881
100715148,14,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",S.D.E,0445800881
100774141,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VERONA SALDATURA GAS S.N.C. DI,0445800881
100774163,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VERONA SALDATURA GAS S.N.C. DI,0445800881
100772985,1,1,DEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",GROHMUELLER GMBH,0445800881
100779646,19,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",A2SI,0445800881
100780562,5,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ETRA OY KAJAANI,0445800881
100780890,2,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","SUMINISTROS IND. COGULLADA,SA",0445800881
100777303,2,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
100777291,2,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
100765695,4,1,DEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",GROHMUELLER GMBH,0445800881
100769132,1,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",UFTTOOLS - UFTLAS BVBA,0445800881
100763295,1,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",OSKAR SOHLBERG AB,0445800881
100750270,3,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FORUM DU BATIMENT,0445800881
100754252,4,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ABRA-SOUD'INDUSTRIE,0445800881
100803074,16,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PNEUMATICON BIALOWAS KRZYSZOF,0445800881
100804261,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MONDO SALDATURA S.R.L.,0445800881
100807525,3,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VERONA SALDATURA GAS S.N.C. DI,0445800881
100816444,2,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","SUIM ALQUILERES Y SUMINISTROS, S.L.",0445800881
100790391,2,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SÄHKÖHUOLTO TISSARI OY,0445800881
100793553,3,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FIGEL SP. Z O.O.,0445800881
100792526,7,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","SOLDASUR, S.A.",0445800881
100788961,11,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",BURDIN BOSSERT MARINGUE SAGETAT,0445800881
100839651,3,1,CZB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SVÁŘECÍ TECHNIKA - OSVA S.R.O.,0445800881
100837912,9,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","DISPROSOL, S.L.",0445800881
100841642,12,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",DELMET SENFTLEBEN S.K.A.,0445800881
100841426,4,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LINTOOL I LINKÖPING AB,0445800881
100853798,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SAPIO PRODUZIONE IDROGENO,0445800881
100850301,1,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",M.A.E.G. COSTRUZIONI SPA,0445800881
100848445,2,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","CENTRUM ELEKTRYCZNE ""ANIA""",0445800881
100827416,1,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",E.R.M.E.S. SAS,0445800881
100834754,2,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",BURDIN BOSSERT MARINGUE SAGETAT,0445800881
100823054,3,1,CZB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","QUICK - SERVIS, SPOL. S R.O.",0445800881
100825776,8,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",NEXUS WELDING SP. Z O.O.,0445800881
100985594,4,1,ROB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MKVCUTING S.R.L.,0445800881
100983332,3,1,CZB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","ARTIFEX, S.R.O.",0445800881
100983165,2,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VICTOR BUYCK STEEL CONSTRUCTION N.V.,0445800881
100979419,2,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VICTOR BUYCK STEEL CONSTRUCTION N.V.,0445800881
100979388,2,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VICTOR BUYCK STEEL CONSTRUCTION N.V.,0445800881
100977761,4,1,CZB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SVÁŘECÍ TECHNIKA - OSVA S.R.O.,0445800881
100962310,6,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VICTOR BUYCK STEEL CONSTRUCTION N.V.,0445800881
100963892,14,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",EKOD SPÓŁKA Z O.O.,0445800881
100963892,3,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",EKOD SPÓŁKA Z O.O.,0445800881
100974659,2,0,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SCANDIUZZI STEEL CONSTRUCTIONS SPA,0445800881
100968976,5,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",REGAS AB,0445800881
100970816,4,1,CZB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",DEGAS S.R.O.,0445800881
100951648,1,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
100953091,3,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",DINTOOLS BVBA,0445800881
100952669,2,1,ROB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SFERA SRL,0445800881
100955022,2,1,ROB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SFERA SRL,0445800881
100948685,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MEC S.P.A UNIPERSONALE,0445800881
100941852,26,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SAS SOLUTIONS APPROVISIONNEMENTS SER,0445800881
100924643,7,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",EKOD SPÓŁKA Z O.O.,0445800881
100924500,2,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",TECADE S.A.,0445800881
100926757,2,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",EKOD SPÓŁKA Z O.O.,0445800881
100926852,3,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LOPEZ FI,0445800881
100926864,2,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",AD SOUDAGE SAS,0445800881
100932705,4,1,NLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",STAALBOUW BOOM B.V.,0445800881
100934487,4,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",A2SI,0445800881
100938814,2,1,DEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ARTMANN WERKZEUG- UND MASCHINEN-,0445800881
100939588,2,0,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",M.A.E.G. COSTRUZIONI SPA,0445800881
100880567,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",TECHNO SERVICE S.R.L.,0445800881
100888057,3,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PAROC AB,0445800881
100879217,5,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
100878683,21,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
100875374,5,1,PTB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","GANSIL-ACESSORIOS INDUST., LDA",0445800881
100876230,2,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LEVYTYÖ SÄRKINEN OY,0445800881
100875213,4,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ÖSTERBERGS INDUSTRIHANDEL AB,0445800881
100863633,2,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",FIGEL SP. Z O.O.,0445800881
100865576,2,1,DEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",WELDTOOL - SCHWEISSZUBEHOER,0445800881
100866247,3,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",UFTTOOLS - UFTLAS BVBA,0445800881
100862176,3,1,CZB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SVÁŘECÍ TECHNIKA - OSVA S.R.O.,0445800881
100894616,3,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",GOZALO SUMINISTROS SL,0445800881
100896101,2,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VICTOR BUYCK STEEL CONSTRUCTION N.V.,0445800881
100896173,2,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",VICTOR BUYCK STEEL CONSTRUCTION N.V.,0445800881
100893405,7,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",BURDIN BOSSERT MARINGUE SAGETAT,0445800881
100890707,5,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",UFTTOOLS - UFTLAS BVBA,0445800881
100890713,4,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",UFTTOOLS - UFTLAS BVBA,0445800881
100889240,2,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",EKOD SPÓŁKA Z O.O.,0445800881
100902230,11,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PAS KATOWICE SP. Z O.O.,0445800881
100898279,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",C.S.A. SRL,0445800881
100898466,3,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",COLOMBIE CADET,0445800881
100922543,13,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",COLOMBIE CADET,0445800881
100920166,2,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",EKOD SPÓŁKA Z O.O.,0445800881
100920965,5,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MARSZAL L. RYSZKOWSKI SP. K.,0445800881
100920616,3,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LOPEZ FI,0445800881
100917765,4,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LUNECO AB,0445800881
100918076,2,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",EKOD SPÓŁKA Z O.O.,0445800881
100913849,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",GRUPPO BARBIERI S.P.A.,0445800881
100910503,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",CENTRO DELLA SALD. SRL-C/O CENTRO,0445800881
100908940,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",CENTRO DELLA SALD. SRL-C/O CENTRO,0445800881
100488591,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SAPIO PRODUZIONE IDROGENO,0445800881
100487614,3,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","WAM SP.J. W.SZYMAŃSKA, A.CHUDZICKA,",0445800881
100479518,53,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SAS SOLUTIONS APPROVISIONNEMENTS SER,0445800881
100479444,3,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",WELD SUPPLY,0445800881
100456032,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",IRON GAS SRL,0445800881
100459244,1,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",COLOMBIE CADET,0445800881
100458708,8,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",A2SI,0445800881
100469544,7,1,DEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",GROHMUELLER GMBH,0445800881
100470095,7,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SOUDBAT,0445800881
100472592,7,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",COLOMBIE CADET,0445800881
100473686,7,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",COLOMBIE CADET,0445800881
100473645,2,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","""RYWAL-RHC"" SP.Z O.O.",0445800881
100419532,32,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",A2SI,0445800881
100421427,9,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SERVISOUD,0445800881
100422676,3,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LAITEHUOLTO TEVICO,0445800881
100422990,4,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",OSKAR SOHLBERG AB,0445800881
100425637,4,1,DKB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",DS STÅLKONSTRUKTION A/S,0445800881
100427894,4,1,CZB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MORAVSKÝ QUICK SERVIS S.R.O.,0445800881
100444350,7,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","GASPIR-PLUS P.JURGA, S.WITOMSKI",0445800881
100448534,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MONDO SALDATURA S.R.L.,0445800881
100553229,3,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MARSZAL L. RYSZKOWSKI SP. K.,0445800881
100558920,5,1,NLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",BAGGERMAATSCHAPPIJ BOSKALIS BV,0445800881
100557689,5,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",KONE PAJULA OY,0445800881
100561556,5,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",S.D.E,0445800881
100543054,3,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",OSKAR SOHLBERG AB,0445800881
100539481,5,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",AHLSELL OY RAAHE,0445800881
100531112,1,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PMG,0445800881
100533699,1,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PMG,0445800881
100495530,2,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PMG,0445800881
100496914,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",DI DUCA S.R.L.,0445800881
100519764,4,1,HUB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",PROFIL MOTOR KFT.,0445800881
100524727,1,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ELETTROMECCANICA TAVILLA S.R.L.,0445800881
100582922,5,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
100600390,4,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",BURDIN BOSSERT MARINGUE SAGETAT,0445800881
100600731,2,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","SUMINISTROS IND. COGULLADA,SA",0445800881
100593726,4,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
100630933,14,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","""RYWAL-RHC"" SP.Z O.O.",0445800881
100629665,1,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","SUMINISTROS ARCOELECTRIC, S.L.U",0445800881
100636231,2,1,PTB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","UNISOLDA COMÉRCIO E INDÚSTRIA, S.A.",0445800881
100627611,5,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LUNDQVIST MASKIN & VERKTYG AB,0445800881
100627341,2,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",COLLETT SVETSMASKINSERVICE AB,0445800881
100628513,3,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ETRA OY KOUVOLA,0445800881
100627768,4,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ÖSTERBERGS INDUSTRIHANDEL AB,0445800881
100628261,3,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SVETSPRODUKTER I PITEÅ AB,0445800881
100625898,3,1,PLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",AIR PRODUCTS SP. Z O.O.,0445800881
100618864,5,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",M.A.E.G. COSTRUZIONI SPA,0445800881
100619789,5,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LUNDQVIST MASKIN & VERKTYG AB,0445800881
100618059,4,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LOPEZ FI,0445800881
100609069,2,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",3CMETAL FRANCE,0445800881
100608477,3,1,ESB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled","COMERCIAL EUROCARDIS, S.L.",0445800881
100607593,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MEI SERVICE SRL,0445800881
100699074,3,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SVETSMASKINSERVICE WESSLANDER AB,0445800881
100696868,2,1,FIB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",TOOLS FINLAND OY  TOOLS KOTKA,0445800881
100693860,1,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
100693869,9,1,NLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",TEUNIS INDUSTRIETECHNIEK B.V.,0445800881
100702858,23,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",A2SI,0445800881
100701496,9,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ÖSTERBERGS INDUSTRIHANDEL AB,0445800881
100701145,3,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",AHLSELL SVERIGE AB,0445800881
100688129,10,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",COLOMBIE CADET,0445800881
100686371,23,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",A2SI,0445800881
100675757,4,1,CZB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",MORAVSKÝ QUICK SERVIS S.R.O.,0445800881
100653924,8,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ABRA-SOUD'INDUSTRIE,0445800881
100654989,4,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LASSERVICE NV,0445800881
100642922,4,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LECOT,0445800881
100643457,4,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",LUNDQVIST MASKIN & VERKTYG AB,0445800881
100640794,4,1,NLB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",STAALBOUW BOOM B.V.,0445800881
100641041,5,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",M.A.E.G. COSTRUZIONI SPA,0445800881
100656648,4,1,BEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",UFTTOOLS - UFTLAS BVBA,0445800881
100666753,9,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SAS SOLUTIONS APPROVISIONNEMENTS SER,0445800881
100666753,1,1,FRB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SAS SOLUTIONS APPROVISIONNEMENTS SER,0445800881
100667611,1,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SAMA S.R.L.,0445800881
100669246,4,1,SEB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",SVETSHUSET I AVESTA AB,0445800881
100668972,2,1,ITB,PDC,445800881,0445800881,"Robust Feed Pro, Water Cooled",ITALVAPOR SRL,0445800881
100665186,2,1,SEB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,AHLSELL SVERIGE AB,0445800883
100669707,7,1,DEB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,MTECK-SCHWEISSTECHNIK GMBH,0445800883
100638733,3,1,SEB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,GRÖNBERGS MASKIN & EL,0445800883
100637626,1,1,BEB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,DINTOOLS BVBA,0445800883
100653270,5,1,FRB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,BURDIN BOSSERT MARINGUE SAGETAT,0445800883
100652895,4,1,DEB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,MTECK-SCHWEISSTECHNIK GMBH,0445800883
100684995,1,1,BEB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,ARCELORMITTAL BELGIUM SA,0445800883
100701543,1,1,FRB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,ALPES PRODUITS INDUSTRIELS,0445800883
100702691,68,1,FRB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,GAZ DOM,0445800883
100707352,2,1,NLB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,BUS HANDELMAATSCHAPPIJ BV,0445800883
100707919,7,1,FRB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,GAZDOM GUADELOUPE,0445800883
100618617,3,1,IEB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,BERCAR WELDING,0445800883
100612456,6,1,FIB,PDC,445800883,0445800883,Robust Feed Pro Off Water CPL,RAISION HITSAUSTARVIKE JA HUOLTO OY,0445800883
