Ord_No,Line_No,Line_type,Facility,Whs,GIN,GIN with Zero,Descr,Cust_nm,normalized_gin
100601389,2,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",WELDING ENGINEERING SUPPLIES UK,0446200880
100585568,5,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100618765,2,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100614425,8,1,ESB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",BELLACER SA,0446200880
100611899,2,1,LVB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SANISTAL SIA,0446200880
100611917,2,1,LVB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SANISTAL SIA,0446200880
100611884,2,1,LVB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SANISTAL SIA,0446200880
100606431,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100603537,1,1,NOB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",BILEKO CAR PARTS NORWAY AS,0446200880
100623599,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",UAB SERPANTINAS,0446200880
100626936,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",UAB SERPANTINAS,0446200880
100635493,12,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100635515,7,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100563692,2,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",A S K FOR SERVICE,0446200880
100557989,1,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
100558003,2,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
100521413,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
100510595,2,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
100496294,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100462784,2,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
100465703,3,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",GITANA UAB,0446200880
100471850,1,1,CHB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",LINDE GAS SCHWEIZ AG,0446200880
100412743,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDEX S.A.                  (E2331),0446200880
100398303,51,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100398303,52,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100398303,53,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100398303,54,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100398303,55,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100448732,4,0,DEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ENSSLEN GMBH,0446200880
100452454,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDEX S.A.                  (E2331),0446200880
100450551,1,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",A1 WELDING EQUIPMENT,0446200880
101276125,1,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",STEVEWELD LTD,0446200880
101272814,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101283827,3,1,CHB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",LINDE GAS SCHWEIZ AG,0446200880
101282492,1,1,LVB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SANISTAL SIA,0446200880
101290716,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
600046350,1,0,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDEX S.A.                  (E2331),0446200880
101001057,2,1,NOB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)","TOOLS AS, AVD DRAMMEN",0446200880
100998464,1,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",NORTHANTS WELDING SUPPLIES LTD,0446200880
100995463,2,0,IEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",M W MURPHY & SON LTD.,0446200880
101003423,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101013809,1,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",KAY WELDING SUPPLIES LTD,0446200880
101015036,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101017459,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
101023521,2,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
101023524,2,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
101051169,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101102547,3,0,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDEX S.A.                  (E2331),0446200880
101102547,2,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDEX S.A.                  (E2331),0446200880
101104573,1,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",W I R S (WOLVERHAMPTON) LTD,0446200880
101104374,2,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",BLACKWOOD WELDING & SAFETY,0446200880
101119916,2,1,NOB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",INDUSTRIVARER AS,0446200880
101120375,1,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SHROPSHIRE WELDING SUPPLIES LTD,0446200880
101122598,3,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
101093745,2,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
101093752,2,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
101097294,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
101089465,2,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",GORDON EVANS WELDING SUPPLIES,0446200880
101270585,11,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",UAB SERPANTINAS,0446200880
101263736,1,1,LVB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SANISTAL SIA,0446200880
101260190,9,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",CONARCO ALAMBRES             (E6364),0446200880
101255864,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",CONARCO ALAMBRES             (E6364),0446200880
101253236,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101242959,2,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",GORDON EVANS WELDING SUPPLIES,0446200880
101242252,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
101240454,9,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",UAB SERPANTINAS,0446200880
101240454,13,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",UAB SERPANTINAS,0446200880
101240454,5,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",UAB SERPANTINAS,0446200880
101240450,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",UAB SERPANTINAS,0446200880
101228937,1,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",GRAY & ADAMS LTD (FRASERBURGH),0446200880
101225536,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101236963,2,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",UNITED WELDING SUPPLIES LTD,0446200880
101207961,2,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",HIGHLAND IND SUPPLIES LTD,0446200880
101219244,2,1,GBB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",GRAY & ADAMS LTD (FRASERBURGH),0446200880
101151302,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
101151520,1,1,LVB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SANISTAL SIA,0446200880
101152801,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101146752,1,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
101148716,1,1,EEB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",ALAS-KUUL AS,0446200880
101149832,10,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
101138852,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDEX S.A.                  (E2331),0446200880
101138837,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDEX S.A.                  (E2331),0446200880
101193779,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101182788,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101183849,1,1,LTB,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",RYWAL LT UAB,0446200880
101175838,1,1,CDC,CDC,446200880,0446200880,"Aristo 500ix CE, (380-460V)",SOLDADURAS WEST ARCO SAS     (E2321),0446200880
100663846,4,1,NOB,CDC,446255880,0446255880,Intercon. RF CAN 70mm2 2m,G. COWARD AS AVD NOTODDEN,0446255880
100998464,4,1,GBB,CDC,446255880,0446255880,Intercon. RF CAN 70mm2 2m,NORTHANTS WELDING SUPPLIES LTD,0446255880
101229224,1,1,GBB,CDC,446255880,0446255880,Intercon. RF CAN 70mm2 2m,GRAY & ADAMS LTD (FRASERBURGH),0446255880
101104374,3,1,GBB,CDC,446255881,0446255881,Intercon. RF CAN 70mm2 5m,BLACKWOOD WELDING & SAFETY,0446255881
100662949,5,1,GBB,CDC,446255881,0446255881,Intercon. RF CAN 70mm2 5m,DRAYTON WELDING & TOOL CONN LT,0446255881
100521413,3,1,LTB,CDC,446255882,0446255882,Intercon. RF CAN 70mm2 10m,RYWAL LT UAB,0446255882
101283827,7,1,CHB,CDC,446255890,0446255890,Intercon. RF CAN W 70mm2 2m,LINDE GAS SCHWEIZ AG,0446255890
101282492,4,1,LVB,CDC,446255890,0446255890,Intercon. RF CAN W 70mm2 2m,SANISTAL SIA,0446255890
600046350,8,0,CDC,CDC,446255890,0446255890,Intercon. RF CAN W 70mm2 2m,SOLDEX S.A.                  (E2331),0446255890
101242252,1,1,CDC,CDC,446255890,0446255890,Intercon. RF CAN W 70mm2 2m,SOLDADURAS WEST ARCO SAS     (E2321),0446255890
101263736,4,1,LVB,CDC,446255890,0446255890,Intercon. RF CAN W 70mm2 2m,SANISTAL SIA,0446255890
